,season,field,p2o5,k2o,humus,ph,crop,region,yield_plan,yield_fact,кг_fert,л_fert,кг_pp,л_pp,fact_plan_diff
4623,2024,36.14.06.005.00,37.0,93.0,5.8,5.0,Яр.ячмень,Воронеж,5.0,1834.24,0.0,0.0,0.36,8.346666666666668,1829.24
4625,2024,36.14.06.007.00,88.0,116.0,6.0,5.2,Яр.ячмень,Воронеж,5.0,1371.51,96.78,0.0,0.88,24.01090909090909,1366.51
2572,2023,54.17.12.012.00,292.0,300.0,6.3,5.7,Яр.пшеница мягкая,Новосибирск,3.72,1.4476923076923076,316368.0,0.0,0.0,39.88333333333333,-2.2723076923076926
531,2023,36.05.07.056.00,84.0,106.0,6.2,5.6,Кукуруза силос,Воронеж,7.5,1198.0747986305073,2298809.265,0.0,0.0,0.0,1190.5747986305073
2578,2023,54.17.12.024.00,284.0,159.0,6.7,5.0,Кукуруза силос,Новосибирск,8.5,0.06831329164662499,1011404.39,7585.94,81.08,20.27,-8.431686708353375
4629,2024,36.14.06.011.00,135.0,277.0,5.9,5.8,Люцерна пр.лет корм,Воронеж,4.0,1.3850023696682465,0.0,0.0,0.0,0.0,-2.6149976303317537
6678,2024,62.18.04.015.00,278.0,240.5,5.2,5.7,Подсолнечник,Рязань,2.6,2.36,33446.61,0.0,0.935,23.77,-0.2400000000000002
6671,2024,62.18.04.011.02,161.18,277.06,4.11,5.18,Кукуруза зерно,Рязань,7.5,3.68,0.0,0.0,0.0,0.0,-3.82
6695,2024,62.18.04.032.00,143.29,267.71,5.92,5.46,Соя,Рязань,2.0,0.8159087564385579,1766890.695,0.0,2.65,141.1542857142857,-1.1840912435614421
2609,2023,54.17.12.072.00,295.1,157.6,5.2,5.3,Мн.травосм.пр.лет корм,Новосибирск,2.98,1.22,0.0,0.0,0.0,0.0,-1.76
563,2023,36.05.07.091.00,97.0,107.0,5.5,6.4,Подсолнечник кондит.,Воронеж,1.9,1417.3039129445665,2946986.6633333336,0.0,0.0,86.76599999999999,1415.4039129445664
2622,2023,54.28.07.015.00,372.0,394.3,2.7,4.7,Люцерна 1 г.ж.корм,Новосибирск,2.0,0.705,0.0,0.0,0.0,16.775,-1.295
602,2023,36.11.01.040.01,61.0,74.0,5.3,6.7,Кукуруза силос,Воронеж,7.5,52.68,71423.68000000001,0.0,12.01,31.621999999999996,45.18
603,2023,36.11.01.041.00,80.0,90.0,5.5,5.9,Кукуруза силос,Воронеж,7.5,32.62,47421.76,0.0,9.78,25.768,25.119999999999997
2650,2023,54.28.09.022.01,290.6,284.0,6.4,5.1,Оз.пшеница мягкая,Новосибирск,4.0,1.789902755267423,408097.875,0.0,2.25,20.85,-2.210097244732577
2651,2023,54.28.09.022.02,290.6,284.0,6.4,5.1,Оз.пшеница мягкая,Новосибирск,4.0,2.0534978229317855,9257.06,0.0,0.31,2.915,-1.9465021770682145
2655,2023,54.28.09.026.00,316.0,313.0,4.3,5.1,Яр.пшеница мягкая,Новосибирск,4.0,1.8158536585365854,438158.5,0.0,22.39,64.172,-2.1841463414634146
608,2023,36.11.01.050.01,51.0,78.0,5.2,6.2,Кукуруза силос,Воронеж,7.5,165.12,249465.16333333333,0.0,25.79,67.94399999999999,157.62
609,2023,36.11.01.058.00,39.0,58.0,5.1,6.9,Кукуруза силос,Воронеж,7.5,10.056521116678597,909675.2300000001,0.0,44.68000000000001,117.686,2.5565211166785975
6754,2024,62.23.02.004.01,326.72,216.88,3.5,5.34,Соя,Рязань,2.0,1.6700000000000002,172530.18,0.0,6.7,58.27,-0.32999999999999985
6753,2024,62.23.02.003.01,230.17,278.17,3.35,5.61,Соя,Рязань,2.0,1.4119057471264365,0.0,0.0,0.0,32.525,-0.5880942528735635
2661,2023,54.28.11.002.01,221.85,286.85,6.2,5.55,Одн.тр.(вика+овёс)корм,Новосибирск,4.0,3.84,1579390.98,0.0,0.0,0.0,-0.16000000000000014
6760,2024,62.23.03.005.00,69.71,272.0,5.48,5.25,Оз.пшеница мягкая,Рязань,4.8,1.748128451808302,381198.2,0.0,4.38,127.69833333333332,-3.0518715481916976
2669,2023,54.28.11.016.01,172.8,162.5,5.0,5.0,Кукуруза силос,Новосибирск,8.5,10.335656990915133,157349.825,3971.89,0.0,52.80500000000001,1.8356569909151332
2670,2023,54.28.11.016.02,172.8,162.5,5.0,5.0,Кукуруза силос,Новосибирск,8.5,10.73886876281613,870229.7,17470.21,0.0,136.935,2.2388687628161303
629,2023,36.11.06.015.00,41.0,54.0,4.4,7.1,Кукуруза силос,Воронеж,7.5,11.00258190327613,99862.73333333334,0.0,16.81,18.349999999999998,3.5025819032761305
6775,2024,62.23.06.012.00,271.3,338.0,5.0,5.0,Люцерна пр.лет корм,Рязань,4.5,0.0,0.0,0.0,0.0,0.0,-4.5
6776,2024,62.23.06.014.00,347.8,376.0,4.5,6.0,Люцерна пр.лет корм,Рязань,4.5,0.0,0.0,0.0,0.0,0.0,-4.5
2681,2023,54.28.13.034.00,309.0,117.0,4.7,5.2,Люцерна пр.лет корм,Новосибирск,3.1,0.5850000000000001,0.0,0.0,0.0,0.0,-2.515
6780,2024,62.23.06.042.00,292.3,586.0,4.0,5.6,Люцерна пр.лет корм,Рязань,4.5,0.0,0.0,0.0,0.0,0.0,-4.5
644,2023,36.11.06.039.00,114.0,90.0,6.0,7.0,Кукуруза силос,Воронеж,7.5,104.18869565217392,235905.175,0.0,29.835,14.8,96.68869565217392
647,2023,36.11.06.048.00,58.0,88.0,5.9,6.7,Кукуруза силос,Воронеж,7.5,114.38433734939758,176192.27000000002,0.0,27.845,31.313333333333333,106.88433734939758
648,2023,36.11.06.049.00,57.0,97.0,5.1,6.8,Кукуруза силос,Воронеж,7.5,37.98,48364.725000000006,0.0,13.51,15.189999999999998,30.479999999999997
6798,2024,62.23.06.062.00,288.48,265.62,4.8,5.3,Чечевица красная,Рязань,2.0,0.8207573149741825,229496.96,0.0,0.0,183.43571428571428,-1.1792426850258175
6807,2024,62.23.06.071.00,281.9,145.0,4.0,5.1,Чечевица красная,Рязань,2.0,0.7593696275071632,3166.83,0.0,0.0,11.022857142857143,-1.240630372492837
6821,2024,62.23.06.092.01,242.48,344.58,4.75,5.46,Яр.пшеница мягкая,Рязань,4.5,1.6611075630252101,749396.23,0.0,15.34,291.27714285714285,-2.83889243697479
4774,2024,36.14.10.006.00,44.0,71.0,3.7,5.0,Кукуруза зерно,Воронеж,7.0,4598.73,2388023.445,31269.38,0.0,144.05,4591.73
4775,2024,36.14.10.007.00,46.0,67.0,3.2,5.0,Соя,Воронеж,2.5,819.08,0.0,13740.86,1.6,129.2,816.58
6822,2024,62.23.06.092.02,242.48,344.58,4.75,5.46,Яр.пшеница мягкая,Рязань,4.5,1.5387544969606748,168598.91333333333,0.0,17.055,69.61285714285714,-2.961245503039325
4778,2024,36.14.11.002.02,127.0,122.0,6.1,6.2,Яр.ячмень,Воронеж,5.0,2327.64,4.96,0.0,0.2,5.891818181818182,2322.64
6830,2024,62.24.07.004.00,86.0,317.0,7.3,5.2,Люцерна пр.лет корм,Рязань,4.7,0.0,0.0,0.0,0.0,0.0,-4.7
2737,2023,56.28.10.003.01,293.13,170.0,7.9,5.55,Одн.тр.овёс с подс.(мн.травосм.корм)корм,Оренбург,2.5,0.18,0.0,0.0,0.0,0.0,-2.32
694,2023,36.14.01.014.00,132.0,169.0,3.8,5.2,Кукуруза силос,Воронеж,8.1,10.843615050838675,0.0,915265.33,200.73,164.60500000000002,2.7436150508386756
695,2023,36.14.01.015.00,139.0,219.0,3.9,5.2,Кукуруза силос,Воронеж,8.1,11.343686220062477,0.0,591717.32,0.0,169.28333333333333,3.243686220062477
696,2023,36.14.01.016.00,142.0,89.0,4.1,4.7,Кукуруза силос,Воронеж,8.1,14.02985379039194,651892.04,0.0,0.0,162.518,5.92985379039194
2742,2023,56.28.10.009.00,75.0,61.8,7.1,7.0,Подсолнечник,Оренбург,1.89,251.24596242584047,131100.65,4592.335,3.94,38.126666666666665,249.3559624258405
704,2023,36.14.01.027.00,213.0,216.0,4.0,5.3,Кукуруза силос,Воронеж,8.1,11.842412077253943,118330.54999999999,381082.64,0.0,174.68666666666664,3.7424120772539435
705,2023,36.14.01.028.00,151.0,125.0,5.0,5.4,Кукуруза силос,Воронеж,8.1,11.229999999999999,314591.86333333334,0.0,0.0,106.78799999999998,3.129999999999999
709,2023,36.14.01.032.00,174.0,159.0,4.4,5.2,Кукуруза силос,Воронеж,8.1,10.850327540106951,27498.93,175940.13,77.79,66.125,2.7503275401069516
6854,2024,62.24.11.016.00,98.0,387.0,4.7,4.8,Одн.тр.озимая тритикале корм,Рязань,3.7,0.0,2073259.4333333336,0.0,0.0,165.64,-3.7
711,2023,36.14.01.034.00,105.0,91.0,4.5,4.9,Кукуруза силос,Воронеж,8.1,10.20730458842518,630331.385,0.0,112.76,95.85,2.1073045884251798
6862,2024,62.24.11.036.00,207.0,408.0,6.3,4.8,Оз.пшеница мягкая,Рязань,6.0,3.6578005685301824,6660992.9350000005,0.0,0.0,101.435,-2.3421994314698176
2767,2023,62.01.01.004.00,181.5,286.5,5.5,5.7,Оз.пшеница мягкая,Рязань,5.33,2.2567964279521417,3103855.73,0.0,63.84,77.53285714285714,-3.0732035720478583
6868,2024,62.24.14.002.00,255.0,380.0,7.6,5.4,Соя,Рязань,1.9,1.4699999999999998,4873028.17,0.0,2.52,232.8175,-0.43000000000000016
2777,2023,62.01.01.015.00,217.0,305.0,6.0,5.8,Соя,Рязань,1.71,1.69,3306832.37,0.0,2.61,102.678,-0.020000000000000018
2780,2023,62.01.01.019.00,251.0,400.0,5.2,5.7,Соя,Рязань,1.71,1.6,94770.0,0.0,0.31,17.34,-0.10999999999999988
4830,2024,36.14.12.002.00,48.0,75.0,2.7,4.9,Кукуруза силос,Воронеж,9.0,4612.87,1244870.93,0.0,0.0,105.4025,4603.87
4831,2024,36.14.12.003.00,45.0,72.0,3.2,5.0,Кукуруза силос,Воронеж,9.0,5186.912352941176,1656837.0,0.0,0.0,121.8275,5177.912352941176
4832,2024,36.14.12.004.00,51.0,65.0,3.5,5.1,Кукуруза силос,Воронеж,9.0,5375.11326051966,2458794.13,0.0,0.0,148.415,5366.11326051966
4833,2024,36.14.12.005.00,97.0,86.0,4.9,5.2,Кукуруза силос,Воронеж,9.0,6990.747475125985,1946493.93,0.0,0.0,102.625,6981.747475125985
4834,2024,36.14.12.007.00,38.0,44.0,1.8,4.6,Оз.рожь,Воронеж,3.0,657.7128681855168,77138.485,0.0,1.2,8.0275,654.7128681855168
4835,2024,36.14.12.008.00,45.0,48.0,2.0,4.7,Оз.рожь,Воронеж,3.0,849.8449999999998,100185.53,0.0,1.27,8.55,846.8449999999998
4836,2024,36.14.12.009.00,45.0,87.0,3.2,4.9,Кукуруза силос,Воронеж,9.0,5534.33,771405.57,0.0,0.0,95.9475,5525.33
4837,2024,36.14.12.010.00,71.0,74.0,4.7,5.1,Кукуруза силос,Воронеж,9.0,6119.708674001158,475356.65,0.0,0.0,179.61,6110.708674001158
2790,2023,62.01.03.001.00,508.0,469.0,5.7,5.5,Соя,Рязань,1.71,1.6800000000000002,1575249.99,141745.71,2.03,195.95000000000002,-0.029999999999999805
2791,2023,62.01.03.002.00,679.0,425.0,5.8,4.9,Лён масличный,Рязань,1.43,0.52,1789192.2,160488.03,25.84,144.74444444444444,-0.9099999999999999
2792,2023,62.01.03.011.00,229.0,204.0,5.7,5.2,Оз.пшеница мягкая,Рязань,5.3,4005.6799999999994,374993.4,8858.369999999999,18.405,35.59375,4000.379999999999
4841,2024,36.14.12.014.00,60.0,62.0,4.4,5.1,Кукуруза силос,Воронеж,9.0,6617.870548408938,1063495.385,0.0,0.0,64.50333333333333,6608.870548408938
4842,2024,36.14.12.015.00,40.0,40.0,1.5,4.8,Оз.рожь,Воронеж,3.0,723.585,47107.195,0.0,1.22,8.16,720.585
4843,2024,36.14.12.016.00,57.0,79.0,3.3,4.9,Оз.рожь,Воронеж,3.0,774.631729036729,338704.065,0.0,2.34,15.7125,771.631729036729
4844,2024,36.14.12.017.00,69.0,86.0,4.9,5.3,Кукуруза силос,Воронеж,9.0,5942.929201423487,516197.68,0.0,0.0,93.625,5933.929201423487
4845,2024,36.14.12.018.00,63.0,77.0,4.1,5.0,Оз.рожь,Воронеж,3.0,708.8050000000001,332814.565,0.0,2.33,15.572499999999998,705.8050000000001
4846,2024,36.14.12.019.00,87.0,104.0,4.8,5.2,Кукуруза силос,Воронеж,9.0,6078.687862386888,668936.755,0.0,0.0,77.66,6069.687862386888
2799,2023,62.01.03.024.00,306.0,283.0,6.0,5.3,Чечевица,Рязань,1.88,1335.41,48485.59,727.28,0.0,22.521428571428572,1333.53
4847,2024,36.14.12.020.00,90.0,100.0,4.6,5.0,Оз.рожь,Воронеж,3.0,838.770456182473,451478.88,0.0,2.71,18.142500000000002,835.770456182473
2801,2023,62.01.03.029.00,341.0,167.0,5.9,4.8,Чечевица,Рязань,1.88,1787.09,1074283.5,42971.34,0.0,149.9157142857143,1785.2099999999998
4848,2024,36.14.12.021.00,86.0,96.0,5.0,5.2,Кукуруза силос,Воронеж,9.0,5434.894148183105,821773.885,0.0,0.0,112.39,5425.894148183105
2803,2023,62.01.03.031.00,426.0,117.0,4.5,6.0,Чечевица,Рязань,1.88,1720.24,1946515.12,77860.6,0.0,137.5242857142857,1718.36
2804,2023,62.01.03.032.00,202.0,291.0,6.2,5.9,Оз.пшеница мягкая,Рязань,5.33,1443.73,1206503.77,16113.8,21.950000000000003,98.62125,1438.4
2805,2023,62.01.03.033.00,126.0,105.0,5.5,5.2,Оз.пшеница мягкая,Рязань,5.3,1951.32,1536986.35,31552.690000000002,129.62,102.71142857142857,1946.02
2806,2023,62.01.03.034.00,190.0,252.5,5.8,5.0,Оз.пшеница мягкая,Рязань,5.3,2824.35,3194345.44,37815.34,94.07,119.60142857142857,2819.0499999999997
2807,2023,62.01.03.035.00,199.5,193.5,5.4,5.3,Яр.пшеница мягкая,Рязань,4.37,3907.78,4353104.149999999,17481.33,63.96,92.38333333333333,3903.4100000000003
4849,2024,36.14.12.022.00,81.0,84.0,4.2,5.1,Кукуруза силос,Воронеж,9.0,4796.03672578873,278918.78500000003,0.0,0.0,84.48,4787.03672578873
2809,2023,62.01.03.039.00,83.5,179.0,5.8,5.0,Оз.пшеница мягкая,Рязань,5.3,3354.75,5292611.85,55110.77,113.56,205.44545454545457,3349.45
4850,2024,36.14.12.024.00,33.0,55.0,0.8,4.7,Оз.рожь,Воронеж,3.0,201.58,34961.884999999995,0.0,0.61,4.125,198.58
4852,2024,36.14.12.031.00,62.0,62.0,2.8,4.9,Кукуруза силос,Воронеж,9.0,4738.714275362319,1259574.365,0.0,0.0,142.085,4729.714275362319
4853,2024,36.14.12.032.00,56.0,53.0,2.5,5.0,Кукуруза силос,Воронеж,9.0,5104.332379599474,1582647.83,0.0,0.0,168.84500000000003,5095.332379599474
2813,2023,62.01.03.042.00,150.3,131.3,5.4,5.2,Яр.пшеница мягкая,Рязань,4.37,3922.92,6947544.25,157443.53,104.09,145.30125,3918.55
4856,2024,36.14.12.039.00,129.0,166.0,4.7,5.2,Кукуруза силос,Воронеж,9.0,6285.904988479263,626442.63,0.0,0.0,81.245,6276.904988479263
4858,2024,36.14.12.045.00,84.0,80.0,4.2,5.0,Одн.тр.озимая тритикале корм,Воронеж,5.0,540.0833886626997,597316.7899999999,0.0,3.11,24.91,535.0833886626997
4860,2024,36.14.12.047.00,60.0,61.0,2.1,4.4,Оз.рожь,Воронеж,3.0,215.115,50350.645000000004,0.0,1.18,7.9575,212.115
4862,2024,36.14.12.049.00,62.0,61.0,2.8,4.8,Оз.рожь,Воронеж,3.0,573.1999999999999,106960.58,0.0,1.16,7.772499999999999,570.1999999999999
2818,2023,62.01.03.047.00,97.0,170.0,5.6,4.7,Горох,Рязань,3.9,3251.01,4489288.62,59857.18,19.74,216.783,3247.11
4864,2024,36.14.12.051.01,135.0,150.0,3.8,5.1,Кукуруза силос,Воронеж,9.0,7158.82,0.0,0.0,0.0,0.0,7149.82
4865,2024,36.14.12.051.02,135.0,150.0,3.8,5.1,Кукуруза зерно,Воронеж,7.0,1735.4671507498028,0.0,0.0,0.0,0.0,1728.4671507498028
4866,2024,36.14.12.053.00,54.0,52.0,3.0,4.8,Оз.рожь,Воронеж,3.0,321.90999999999997,17492.645,0.0,0.43,2.9175,318.90999999999997
774,2023,36.14.03.007.00,123.0,97.0,4.3,5.5,Кукуруза силос,Воронеж,8.1,9.739999999999998,47210.677500000005,0.0,28.44,24.18,1.6399999999999988
775,2023,36.14.03.008.01,96.0,116.0,4.6,5.4,Кукуруза силос,Воронеж,8.1,9.803920287487749,88427.12,0.0,39.79,33.825,1.7039202874877493
4868,2024,36.14.12.055.02,96.0,68.0,4.4,5.2,Кукуруза силос,Воронеж,9.0,7395.37,430215.25,111881.25,0.0,106.14500000000001,7386.37
4870,2024,36.14.12.064.00,139.0,135.67,3.57,6.63,Кукуруза силос,Воронеж,9.0,5675.440406091371,0.0,4095.0,0.0,91.43,5666.440406091371
2826,2023,62.01.03.058.00,65.0,97.0,5.5,5.2,Лён масличный,Рязань,1.43,850.09,185061.88,0.0,5.89,36.79125,848.6600000000001
2827,2023,62.01.03.059.00,152.0,131.0,6.8,4.8,Лён масличный,Рязань,1.43,756.43,34328.13,0.0,2.54,15.84875,755.0
2828,2023,62.01.03.060.00,172.5,193.0,6.5,5.3,Яр.пшеница мягкая,Рязань,4.37,3184.45,8315707.025,67318.62,0.0,101.07333333333334,3180.08
2829,2023,62.01.03.061.00,119.5,109.0,5.7,5.3,Лён масличный,Рязань,1.43,852.5,7505106.13,0.0,54.585,262.8309090909091,851.07
2830,2023,62.01.03.062.00,94.0,94.0,4.8,4.8,Яр.пшеница мягкая,Рязань,4.37,3386.75,280641.965,2289.93,0.0,18.645,3382.38
4873,2024,36.14.12.072.00,125.0,136.0,4.7,5.6,Кукуруза зерно,Воронеж,7.0,1622.1502362204724,305144.3566666667,0.0,75.95,25.485,1615.1502362204724
2832,2023,62.01.03.065.00,175.0,260.0,5.6,4.7,Горох,Рязань,3.9,2664.09,5305916.87,123624.875,15.16,188.4390909090909,2660.19
2833,2023,62.01.03.067.00,88.0,131.0,4.3,5.8,Яр.пшеница мягкая,Рязань,4.37,3402.95,2328338.1333333333,29094.2,17.990000000000002,110.07875,3398.58
2834,2023,62.01.03.071.00,149.0,198.0,6.2,4.9,Горох,Рязань,3.9,2464.91,149621.55,1375.4,3.62,36.96666666666667,2461.0099999999998
787,2023,36.14.03.022.00,108.0,92.0,5.2,5.2,Кукуруза силос,Воронеж,8.1,10.43,172901.725,0.0,2.28,35.64,2.33
788,2023,36.14.03.023.00,95.0,101.0,5.3,5.1,Кукуруза силос,Воронеж,8.1,10.340450795169197,1136949.495,0.0,0.0,182.10750000000002,2.240450795169197
2835,2023,62.01.03.073.00,80.0,190.0,6.2,4.3,Горох,Рязань,3.9,3120.48,666198.49,8882.64,3.8,55.21777777777778,3116.58
2836,2023,62.01.03.074.00,52.0,283.0,4.0,4.9,Горох,Рязань,3.9,2301.16,319375.08,4258.34,5.26,53.086,2297.2599999999998
2837,2023,62.01.03.075.00,46.0,210.0,4.9,4.6,Горох,Рязань,3.9,2589.6099999999997,2413863.58,32184.84,14.46,145.233,2585.7099999999996
792,2023,36.14.03.027.00,115.0,94.0,5.2,5.2,Кукуруза силос,Воронеж,8.1,9.91510692724854,1283736.6733333336,0.0,5.08,79.61666666666667,1.8151069272485412
4881,2024,36.14.12.082.00,99.0,83.0,2.3,5.4,Оз.рожь,Воронеж,3.0,975.935,43638.415,0.0,0.65,4.355,972.935
2842,2023,62.01.04.005.00,245.0,195.0,6.3,5.5,Яр.пшеница мягкая,Рязань,4.37,3137.88,3594620.5866666664,241360.64,29.915,208.25,3133.51
4888,2024,36.14.12.090.00,117.0,113.0,3.2,5.1,Кукуруза силос,Воронеж,9.0,4774.18,627268.215,0.0,0.0,81.915,4765.18
4889,2024,36.14.12.091.00,121.0,110.0,2.9,5.1,Кукуруза силос,Воронеж,9.0,4825.58,795184.535,0.0,101.67,50.84,4816.58
4893,2024,36.14.12.097.00,72.0,94.0,3.0,5.2,Кукуруза зерно,Воронеж,7.0,2410.8419587901203,1131144.0675000001,0.0,9.84,250.9825,2403.8419587901203
4894,2024,36.14.12.098.02,127.0,136.0,4.7,5.7,Кукуруза зерно,Воронеж,7.0,1956.2200000000003,0.0,0.0,0.0,0.0,1949.2200000000003
2839,2023,62.01.04.002.00,282.0,181.0,6.3,5.5,Соя,Рязань,1.71,1.46,402428.215,28102.016666666663,22.189999999999998,280.86571428571426,-0.25
802,2023,36.14.03.037.00,110.0,88.0,3.9,4.9,Кукуруза силос,Воронеж,8.1,10.235859312549959,2092348.0233333334,0.0,0.0,221.17666666666665,2.135859312549959
4899,2024,36.14.12.103.00,62.0,82.0,3.3,5.2,Кукуруза зерно,Воронеж,7.0,1963.7275413038171,1617815.2833333334,0.0,83.85499999999999,202.32666666666668,1956.7275413038171
4900,2024,36.14.12.104.00,65.0,110.0,2.8,5.1,Кукуруза силос,Воронеж,9.0,3274.6799999999994,1275674.865,0.0,67.61,163.11999999999998,3265.6799999999994
4901,2024,36.14.12.105.00,115.0,197.0,3.4,5.9,Кукуруза силос,Воронеж,9.0,6102.55,43535.7,0.0,12.495,30.13666666666667,6093.55
811,2023,36.14.03.045.00,86.0,90.0,4.6,5.2,Кукуруза силос,Воронеж,8.1,10.329619653054628,703187.5666666668,0.0,0.0,161.674,2.2296196530546286
4908,2024,36.14.13.001.00,211.0,279.0,4.5,5.7,Одн.тр.(вика+овёс)корм,Воронеж,2.9,3.089425981873112,3560.735,0.0,0.0,12.91,0.1894259818731121
2861,2023,62.10.02.018.01,299.6,343.2,4.16,5.72,Кукуруза силос,Рязань,6.38,7.175551801801803,0.0,0.0,0.0,52.41,0.7955518018018033
2874,2023,62.10.03.017.01,297.45,56.32,3.63,6.47,Люцерна пр.лет корм,Рязань,3.83,1.1442150170648464,0.0,0.0,0.0,0.0,-2.6857849829351537
2875,2023,62.10.03.017.02,297.45,56.32,3.63,6.47,Люцерна пр.лет корм,Рязань,3.83,2.1976322001888575,0.0,0.0,0.0,0.0,-1.6323677998111426
2884,2023,62.10.03.024.01,163.7,269.48,4.32,5.23,Кукуруза силос,Рязань,6.38,9.638016847826087,64838453.333333336,0.0,0.0,271.49,3.258016847826087
2886,2023,62.10.03.026.01,185.84,282.94,3.51,5.73,Кукуруза силос,Рязань,6.38,7.957756368386675,1038835.53,0.0,0.0,361.445,1.5777563683866749
841,2023,36.14.04.023.00,130.0,107.0,5.0,6.1,Кукуруза силос,Воронеж,7.5,98.8,2070630.22,0.0,28.273333333333337,132.62,91.3
6986,2024,63.21.06.096.00,400.0,470.0,7.9,6.0,Люцерна пр.лет корм,Самара,3.4,0.0,0.0,0.0,0.0,0.0,-3.4
6988,2024,47.22.06.009.00,299.57,136.57,3.53,5.43,Люцерна пр.лет корм,СПб,4.5,1.025,0.0,0.0,0.0,0.0,-3.475
2893,2023,62.10.04.003.00,306.0,170.0,2.0,6.0,Кукуруза зерно,Рязань,5.8,7.004261744966443,17663.114999999998,0.0,0.0,10.34,1.204261744966443
6989,2024,47.22.06.013.00,327.0,197.0,4.1,5.6,Люцерна пр.лет корм,СПб,4.5,1.265,0.0,0.0,0.0,0.0,-3.2350000000000003
4943,2024,36.14.15.002.02,118.67,112.0,4.73,5.13,Соя,Воронеж,2.5,903.534521447534,32500.0,7898.06,6.14,102.3425,901.034521447534
848,2023,36.14.04.032.00,144.0,172.0,5.5,5.9,Кукуруза силос,Воронеж,7.5,150.78566729576704,894184.2650000001,0.0,39.53,22.503333333333334,143.28566729576704
849,2023,36.14.04.033.00,104.0,158.0,5.0,6.2,Кукуруза силос,Воронеж,7.5,143.83260090028227,1954150.49,0.0,69.865,39.76,136.33260090028227
6990,2024,47.22.06.019.00,291.0,194.0,3.4,6.0,Люцерна пр.лет корм,СПб,4.5,1.25,22969875109.48,0.0,0.0,0.0,-3.25
4947,2024,36.14.15.005.02,81.5,89.5,3.1,5.05,Кукуруза зерно,Воронеж,7.0,3545.59,411186.8833333333,9185.1,0.0,80.305,3538.59
4948,2024,36.14.15.006.00,75.0,116.0,4.7,4.9,Соя,Воронеж,2.5,1134.75,0.0,190.03,0.845,15.395555555555555,1132.25
4949,2024,36.14.15.007.00,57.0,74.0,4.1,5.4,Кукуруза зерно,Воронеж,7.0,2183.38,380270.59,3802.71,29.854999999999997,21.05,2176.38
4950,2024,36.14.15.008.00,60.0,84.0,3.6,5.6,Кукуруза зерно,Воронеж,7.0,1499.8800000000003,699484.3766666666,7265.47,41.26,29.096666666666664,1492.8800000000003
4951,2024,36.14.15.009.00,31.0,58.0,3.1,4.9,Кукуруза зерно,Воронеж,7.0,2691.34,58285.88,1205.14,0.0,28.284999999999997,2684.34
4952,2024,36.14.15.010.00,54.0,88.0,2.4,4.8,Кукуруза зерно,Воронеж,7.0,2232.12,11571592.399999999,92426.82,283.02,113.21000000000001,2225.12
4953,2024,36.14.15.011.00,53.0,65.0,3.8,5.2,Кукуруза зерно,Воронеж,7.0,1438.57,370007.35000000003,1880.18,29.444999999999997,20.766666666666666,1431.57
4954,2024,36.14.15.012.00,86.0,93.0,4.0,5.5,Кукуруза зерно,Воронеж,7.0,1007.92,468438.5333333334,4953.31,33.07,14.04,1000.92
4955,2024,36.14.15.013.00,33.0,56.0,2.3,5.0,Кукуруза зерно,Воронеж,7.0,2544.89,1206326.1600000001,14475.91,0.0,224.02,2537.89
4956,2024,36.14.15.014.00,53.0,81.0,4.0,5.3,Соя,Воронеж,2.5,1231.5,0.0,1643.87,0.56,57.786,1229.0
2903,2023,62.17.01.002.00,200.0,334.0,5.6,5.3,Яр.пшеница мягкая,Рязань,3.9,2.94,902141.425,0.0,4.06,68.25666666666666,-0.96
876,2023,36.14.04.044.00,94.0,149.0,5.5,5.7,Кукуруза силос,Воронеж,7.5,20.09380212591987,766173.515,0.0,0.0,86.596,12.593802125919868
887,2023,36.14.04.053.01,176.0,273.0,5.5,6.6,Люцерна пр.лет корм,Воронеж,5.1,0.6517218225419664,0.0,0.0,0.0,9.22,-4.448278177458033
888,2023,36.14.04.053.02,176.0,273.0,5.5,6.6,Люцерна пр.лет корм,Воронеж,5.1,0.933419491330543,0.0,0.0,0.0,5.66,-4.1665805086694565
2950,2023,62.17.12.050.04,90.0,291.0,7.2,5.1,Оз.пшеница мягкая,Рязань,4.9,2.4473951048951053,8506.78,0.0,2.24,5.652857142857143,-2.452604895104895
903,2023,36.14.06.011.00,135.0,277.0,5.9,5.8,Люцерна 1 г.ж.корм,Воронеж,3.0,1.2802022436403855,0.0,0.0,0.0,34.290000000000006,-1.7197977563596145
2959,2023,62.17.13.062.00,205.0,380.0,6.7,4.9,Оз.пшеница мягкая,Рязань,4.9,2.45,0.0,0.0,39.88,101.02857142857144,-2.45
2963,2023,62.17.14.004.00,51.0,317.0,6.5,4.4,Одн.тр.овёс корм,Рязань,3.3,0.0,2543565.2,0.0,3.86,53.45,-3.3
2965,2023,62.17.14.006.00,99.0,277.0,4.8,5.1,Подсолнечник,Рязань,2.5,1.89,2948559.655,0.0,10.91,197.79500000000002,-0.6100000000000001
2966,2023,62.17.14.007.00,134.0,393.0,5.9,5.4,Подсолнечник,Рязань,2.5,2.18,15330101.86,0.0,16.12,12451.8825,-0.31999999999999984
2969,2023,62.17.14.009.00,148.0,306.0,4.9,4.9,Подсолнечник,Рязань,2.5,2.25,14722.665,0.0,1.395,12.996666666666668,-0.25
2973,2023,62.17.14.014.00,88.0,325.0,5.5,4.8,Яр.пшеница мягкая,Рязань,3.9,0.75,5873884.949999999,0.0,6.77,164.66125,-3.15
