season;field;p2o5;k2o;humus;ph;crop;region;yield_plan;yield_fact;fact_plan_dif;fact_plan_dif_abs;fact_plan_div;fact_plan_share_dif
2024;63.21.06.030.00;118,75;151;6,7;5,8;Эспарцет 1 г,ж,корм;Самара;1,7;0;-1,7;1,7;-1;-1
2024;63.21.06.032.00;69;170;8,8;5,4;Эспарцет 1 г,ж,корм;Самара;1,7;0;-1,7;1,7;-1;-1
2024;63.21.06.042.01;61,92;177,5;7,17;5,63;Эспарцет 1 г,ж,корм;Самара;1,7;0;-1,7;1,7;-1;-1
2024;63.21.06.042.02;61,92;177,5;7,17;5,63;Эспарцет 1 г,ж,корм;Самара;1,7;0;-1,7;1,7;-1;-1
2024;63.21.06.045.00;219,83;181,67;6,9;6;Эспарцет 1 г,ж,корм;Самара;1,7;0;-1,7;1,7;-1;-1
2024;63.21.06.053.00;83,33;155,67;7;5,5;Эспарцет 1 г,ж,корм;Самара;1,7;0;-1,7;1,7;-1;-1
2024;63.21.06.054.01;72,43;184,29;6,61;5,97;Эспарцет 1 г,ж,корм;Самара;1,7;0;-1,7;1,7;-1;-1
2024;63.21.06.095.00;237,5;200;5,5;7;Эспарцет 1 г,ж,корм;Самара;1,7;0;-1,7;1,7;-1;-1
2024;72.22.10.015.00;94,31;141,17;2,85;5,17;Яр,ячмень;Тюмень;3,5;1,799633342;-1,700366658;1,700366658;-0,485819045;-0,485819045
2024;36.14.19.017.00;163;212;5,8;5,9;Яр,ячмень;Воронеж;3,2;1,498525552;-1,701474448;1,701474448;-0,531710765;-0,531710765
2024;62.18.04.009.01;122,14;205,69;2,83;4,85;Кукуруза корнаж;Рязань;6,1;4,396756757;-1,703243243;1,703243243;-0,279220204;-0,279220204
2023;63.21.06.050.00;194,42;177,5;7,8;6;Одн,тр,озимая тритикале корм;Самара;2;0,29625;-1,70375;1,70375;-0,851875;-0,851875
2023;36.14.03.008.01;96;116;4,6;5,4;Кукуруза силос;Воронеж;8,1;9,803920287;1,703920287;1,703920287;0,210360529;0,210360529
2024;54.17.01.010.00;108,67;129,67;2,43;4,53;Тимофеевка пр,лет корм;Новосибирск;2;0,295;-1,705;1,705;-0,8525;-0,8525
2024;62.18.07.001.01;132,58;207,83;5,68;5,22;Яр,ячмень;Рязань;3,9;2,194063124;-1,705936876;1,705936876;-0,437419712;-0,437419712
2024;54.17.04.001.01;143,6;89,3;2,2;4,7;Кукуруза силос;Новосибирск;9;7,292919785;-1,707080215;1,707080215;-0,189675579;-0,189675579
2023;46.22.03.013.00;29,18;157,09;6,08;6,24;Яр,пшеница мягкая;Курск;5,2;3,491666667;-1,708333333;1,708333333;-0,328525641;-0,328525641
2023;46.22.05.003.00;108;130;4,9;5,4;Горох;Курск;3,39;1,680697888;-1,709302112;1,709302112;-0,504218912;-0,504218912
2023;36.02.16.014.00;82;136;6;5,9;Люцерна 1 г,ж,корм;Воронеж;3;1,29;-1,71;1,71;-0,57;-0,57
2024;36.02.19.076.03;93;68;5,8;5,1;Кукуруза зерно;Воронеж;7;5,29;-1,71;1,71;-0,244285714;-0,244285714
2024;36.14.15.003.00;48;70;2,1;5,5;Оз,тритикале;Воронеж;3,2;1,49;-1,71;1,71;-0,534375;-0,534375
2024;46.22.06.042.00;75;76;5,6;6,1;Яр,пшеница мягкая;Курск;4,5;2,79;-1,71;1,71;-0,38;-0,38
2024;62.24.11.020.00;86;171;4,9;5;Кукуруза зерно;Рязань;5,9;7,61;1,71;1,71;0,289830508;0,289830508
2023;46.22.01.022.00;216,38;74,13;5,16;6,46;Яр,пшеница мягкая;Курск;5;3,28632123;-1,71367877;1,71367877;-0,342735754;-0,342735754
2024;36.14.11.033.02;132;165;5,8;6;Эсп,+костр,пр,лет корм;Воронеж;2;0,285;-1,715;1,715;-0,8575;-0,8575
2024;36.14.21.016.03;107;102;5,4;5,8;Эсп,+костр,пр,лет корм;Воронеж;2;0,285;-1,715;1,715;-0,8575;-0,8575
2024;54.28.13.034.00;309;117;4,7;5,2;Люцерна пр,лет корм;Новосибирск;3;1,285;-1,715;1,715;-0,571666667;-0,571666667
2024;36.14.03.022.00;108;92;5,2;5,2;Одн,тр(оз,тритикале+оз,вика) корм;Воронеж;2,7;0,984977143;-1,715022857;1,715022857;-0,635193651;-0,635193651
2024;36.02.03.039.00;98;106;6;5,9;Кукуруза силос;Воронеж;8,9;7,182987612;-1,717012388;1,717012388;-0,19292274;-0,19292274
2024;46.28.17.012.00;144;205;4,5;5,5;Яр,пшеница мягкая;Курск;6;4,282070284;-1,717929716;1,717929716;-0,286321619;-0,286321619
2023;54.28.07.018.01;134,3;58;5,7;5;Горох;Новосибирск;3;1,28047452;-1,71952548;1,71952548;-0,57317516;-0,57317516
2023;36.14.06.011.00;135;277;5,9;5,8;Люцерна 1 г,ж,корм;Воронеж;3;1,280202244;-1,719797756;1,719797756;-0,573265919;-0,573265919
2023;36.02.06.005.00;91;99;4,8;5,2;Кукуруза силос;Воронеж;7,65;9,37;1,72;1,72;0,224836601;0,224836601
2024;46.22.03.024.00;35,67;182,25;6,24;6,27;Горох;Курск;3,6;1,88;-1,72;1,72;-0,477777778;-0,477777778
2024;36.14.16.015.00;118;114;5,4;5,2;Яр,ячмень;Воронеж;3,2;1,477275624;-1,722724376;1,722724376;-0,538351367;-0,538351367
2024;56.28.03.042.00;60;68,3;6,2;6,3;Люцерна пр,лет корм;Оренбург;3,4;1,676907216;-1,723092784;1,723092784;-0,506791995;-0,506791995
2023;50.33.01.028.00;211;58;1,8;5,1;Яр,пшеница мягкая;Москва;3,8;2,07659656;-1,72340344;1,72340344;-0,453527221;-0,453527221
2023;40.22.15.027.00;241;119;1,8;5,9;Яр,пшеница мягкая;Калуга;4,98;3,256363636;-1,723636364;1,723636364;-0,34611172;-0,34611172
2023;36.14.13.013.00;102;96;5,9;5,6;Яр,пшеница мягкая;Воронеж;4,5;2,77554816;-1,72445184;1,72445184;-0,38321152;-0,38321152
2024;36.14.17.001.00;93;122;5,1;4,8;Оз,пшеница мягкая;Воронеж;4;2,275007864;-1,724992136;1,724992136;-0,431248034;-0,431248034
2023;36.14.19.042.02;154;158;6,8;5,3;Одн,тр,суданская тр,корм,;Воронеж;2,5;0,775;-1,725;1,725;-0,69;-0,69
2023;50.33.05.023.00;174,36;99,64;1,44;5,32;Оз,пшеница мягкая;Москва;4,46;2,731416119;-1,728583881;1,728583881;-0,387574861;-0,387574861
2023;46.22.03.012.00;87,17;68,83;6,1;5,98;Яр,пшеница мягкая;Курск;5,2;3,47;-1,73;1,73;-0,332692308;-0,332692308
2023;46.28.05.058.02;86;163;5,7;5,2;Яр,ячмень;Курск;5,18;3,45;-1,73;1,73;-0,333976834;-0,333976834
2023;72.22.02.046.00;297,6;121;3,1;5,27;Оз,пшеница мягкая;Тюмень;3,6;1,87;-1,73;1,73;-0,480555556;-0,480555556
2023;62.01.01.014.00;179;109;5,4;5,3;Оз,пшеница мягкая;Рязань;5,33;3,6;-1,73;1,73;-0,324577861;-0,324577861
2023;62.17.07.004.00;46,9;118;4,2;4,91;Яр,пшеница мягкая;Рязань;4,37;2,64;-1,73;1,73;-0,395881007;-0,395881007
2024;36.14.07.039.01;63;77;5,6;6,7;Соя;Воронеж;2,5;0,77;-1,73;1,73;-0,692;-0,692
2024;36.14.03.039.00;93;87;4,7;5,3;Оз,пшеница мягкая;Воронеж;4;2,269775198;-1,730224802;1,730224802;-0,4325562;-0,4325562
2023;46.28.05.055.00;47,67;81,33;5,43;5,1;Яр,пшеница мягкая;Курск;5;3,268235535;-1,731764465;1,731764465;-0,346352893;-0,346352893
2024;36.14.04.006.00;89;206;6,3;5,8;Соя;Воронеж;2,5;0,767293121;-1,732706879;1,732706879;-0,693082752;-0,693082752
2023;46.22.05.002.00;109;96;3,8;5,3;Яр,пшеница мягкая;Курск;5,2;3,466;-1,734;1,734;-0,333461538;-0,333461538
2024;40.16.08.053.00;46;97;1,2;4,6;Оз,пшеница мягкая;Калуга;2,1;0,365952285;-1,734047715;1,734047715;-0,825737007;-0,825737007
2023;40.23.07.007.00;73;32;1,1;6,6;Овёс;Калуга;3,69;1,95550375;-1,73449625;1,73449625;-0,470053184;-0,470053184
2024;36.14.19.001.00;120;166;6,1;5,2;Яр,ячмень;Воронеж;3,2;1,46529167;-1,73470833;1,73470833;-0,542096353;-0,542096353
2024;36.14.21.016.02;107;102;5,4;5,8;Эсп,+костр,пр,лет корм;Воронеж;2;0,265;-1,735;1,735;-0,8675;-0,8675
2023;46.22.03.042.00;118;97;5,6;6,1;Горох;Курск;3,39;1,654989003;-1,735010997;1,735010997;-0,511802654;-0,511802654
2024;46.22.06.018.00;67;117;5,3;6;Горох;Курск;3,6;1,863963554;-1,736036446;1,736036446;-0,482232346;-0,482232346
2023;62.18.11.006.01;181,27;133,17;5,6;5,16;Яр,пшеница мягкая;Рязань;3,9;2,163570797;-1,736429203;1,736429203;-0,445238257;-0,445238257
2023;46.22.01.033.00;111;63;6,2;6,8;Чечевица;Курск;2,5;0,762500389;-1,737499611;1,737499611;-0,694999844;-0,694999844
2024;36.14.03.054.00;67;87;4,6;4,9;Оз,пшеница мягкая;Воронеж;4;2,26194606;-1,73805394;1,73805394;-0,434513485;-0,434513485
2024;36.14.04.028.00;72;172;4,9;5,4;Соя;Воронеж;2,5;0,76;-1,74;1,74;-0,696;-0,696
2024;36.02.11.058.01;101;136;6,1;5;Соя;Воронеж;2,2;0,46;-1,74;1,74;-0,790909091;-0,790909091
2024;36.11.06.006.00;52;70;5,7;6,9;Соя;Воронеж;2,5;0,76;-1,74;1,74;-0,696;-0,696
2023;36.14.03.047.00;85;84;4,8;5;Кукуруза зерно;Воронеж;6,48;4,739929623;-1,740070377;1,740070377;-0,268529379;-0,268529379
2023;36.05.07.086.00;134;200;5,9;6;Кукуруза силос;Воронеж;7,5;9,240851047;1,740851047;1,740851047;0,232113473;0,232113473
2024;62.10.03.015.00;113;155;3,2;5,2;Люцерна пр,лет корм;Рязань;4,5;2,757641509;-1,742358491;1,742358491;-0,387190776;-0,387190776
2023;40.23.12.011.00;373;134;1,3;4,5;Кукуруза силос;Калуга;7,23;5,487220544;-1,742779456;1,742779456;-0,241048334;-0,241048334
2023;54.28.09.017.02;176,3;171,8;5,4;5,2;Яр,ячмень;Новосибирск;3,5;1,756413243;-1,743586757;1,743586757;-0,498167645;-0,498167645
2024;16.13.13.034.00;137;174;7;6,6;Кукуруза силос;Татарстан;6,2;7,943993644;1,743993644;1,743993644;0,281289297;0,281289297
2023;36.05.07.061.00;119;110;5,6;6,1;Кукуруза зерно;Воронеж;6,5;4,755969634;-1,744030366;1,744030366;-0,268312364;-0,268312364
2024;54.17.08.037.01;200;120;3;4,5;Кукуруза силос;Новосибирск;9;7,255952552;-1,744047448;1,744047448;-0,19378305;-0,19378305
2024;36.14.07.035.00;109;117;5,8;6,5;Люцерна пр,лет корм;Воронеж;4;2,254538091;-1,745461909;1,745461909;-0,436365477;-0,436365477
2024;36.14.16.008.00;104;95;5,9;5,1;Яр,ячмень;Воронеж;3,2;1,454262899;-1,745737101;1,745737101;-0,545542844;-0,545542844
2023;40.23.07.020.00;84;47;1,1;6,5;Овёс;Калуга;3,69;1,944030778;-1,745969222;1,745969222;-0,473162391;-0,473162391
2023;46.22.01.019.02;111,71;89,64;5,19;5,7;Яр,пшеница мягкая;Курск;5;3,253569725;-1,746430275;1,746430275;-0,349286055;-0,349286055
2023;36.05.07.077.01;105;173;5,6;6,2;Оз,тритикале;Воронеж;4,3;2,55344375;-1,74655625;1,74655625;-0,406175872;-0,406175872
2024;36.11.01.036.00;91;90;6;5,7;Кукуруза силос;Воронеж;7,5;5,753328273;-1,746671727;1,746671727;-0,232889564;-0,232889564
2023;36.11.06.020.01;45;68;5;7;Кукуруза зерно;Воронеж;7,5;5,75106383;-1,74893617;1,74893617;-0,233191489;-0,233191489
2023;46.28.05.061.00;79;133;5,7;5,1;Яр,пшеница мягкая;Курск;5;3,250860795;-1,749139205;1,749139205;-0,349827841;-0,349827841
2023;36.02.11.026.00;106;121;5,9;5,8;Кукуруза зерно;Воронеж;6,5;4,75;-1,75;1,75;-0,269230769;-0,269230769
2023;36.14.21.017.00;133;200;5,4;6,7;Яр,ячмень;Воронеж;5;3,25;-1,75;1,75;-0,35;-0,35
2023;16.13.13.012.00;71,67;116,33;6;5,23;Кукуруза силос;Татарстан;4,68;2,93;-1,75;1,75;-0,373931624;-0,373931624
2023;40.22.01.070.00;54;119;2;5,8;Кукуруза силос;Калуга;7,65;9,4;1,75;1,75;0,22875817;0,22875817
2023;62.01.01.003.00;182;197;5,6;5,7;Кукуруза зерно;Рязань;5,9;7,65;1,75;1,75;0,296610169;0,296610169
2024;36.01.21.055.00;171;207;2,8;5,9;Эсп,+костр,пр,лет корм;Воронеж;1,9;0,15;-1,75;1,75;-0,921052632;-0,921052632
2024;36.14.04.053.01;176;273;5,5;6,6;Люцерна пр,лет корм;Воронеж;4;2,25;-1,75;1,75;-0,4375;-0,4375
2024;62.01.03.026.02;542,5;500;6,7;6,8;Оз,пшеница мягкая;Рязань;5,5;3,75;-1,75;1,75;-0,318181818;-0,318181818
2024;16.13.13.020.00;131,49;210,27;7,4;6,01;Кукуруза зерно;Татарстан;4;5,75;1,75;1,75;0,4375;0,4375
2023;72.22.02.028.00;78;122,07;4,2;5,71;Яр,ячмень;Тюмень;3,6;1,847323322;-1,752676678;1,752676678;-0,486854633;-0,486854633
2023;62.10.03.022.01;195,25;176,38;3,01;5,3;Кукуруза силос;Рязань;6,38;8,133196491;1,753196491;1,753196491;0,274795688;0,274795688
2023;46.28.05.059.00;42,67;67,67;4,9;4,67;Яр,ячмень;Курск;5,18;3,42163872;-1,75836128;1,75836128;-0,339451985;-0,339451985
2023;62.10.03.025.00;49,22;79,56;3,31;5,18;Кукуруза силос;Рязань;6,38;8,138612756;1,758612756;1,758612756;0,275644633;0,275644633
2024;36.01.21.057.00;78;95;6,5;5,9;Эсп,+костр,пр,лет корм;Воронеж;1,9;0,14;-1,76;1,76;-0,926315789;-0,926315789
2024;36.02.19.084.01;159;187;5,9;5,5;Люцерна 1 г,ж,корм;Воронеж;3;1,24;-1,76;1,76;-0,586666667;-0,586666667
2024;40.14.03.038.00;41;81;1,9;5;Одн,тр,(вика+овёс)с подс,(кл,кр,+тим,корм)корм;Калуга;4,5;2,74;-1,76;1,76;-0,391111111;-0,391111111
2024;40.14.05.002.00;19;54;1,7;4,3;Кл,кр,+тим,пр,лет корм;Калуга;6;4,24;-1,76;1,76;-0,293333333;-0,293333333
2023;54.17.12.072.00;295,1;157,6;5,2;5,3;Мн,травосм,пр,лет корм;Новосибирск;2,98;1,22;-1,76;1,76;-0,590604027;-0,590604027
2024;36.14.07.056.01;77;84;6,1;6;Соя;Воронеж;2,5;0,74;-1,76;1,76;-0,704;-0,704
2024;40.14.07.018.00;50;79;2,9;4,5;Кукуруза силос;Калуга;9,8;8,04;-1,76;1,76;-0,179591837;-0,179591837
2024;16.13.17.029.00;115,67;132;8,1;5,63;Эсп,+костр,пр,лет корм;Татарстан;3,6;1,84;-1,76;1,76;-0,488888889;-0,488888889
2023;62.23.06.048.01;91,28;123,33;5,1;5,6;Кукуруза зерно;Рязань;5,8;7,56021289;1,76021289;1,76021289;0,303484981;0,303484981
2024;36.14.01.040.00;91;75;3,7;4,8;Одн,тр(оз,тритикале+оз,вика) корм;Воронеж;2,7;0,937679501;-1,762320499;1,762320499;-0,652711296;-0,652711296
2023;36.14.14.003.00;118;138;5,7;6,1;Кукуруза зерно;Воронеж;7,5;5,736989084;-1,763010916;1,763010916;-0,235068122;-0,235068122
2023;46.22.03.014.00;111,73;117,07;5,43;6,71;Яр,пшеница мягкая;Курск;5,2;3,436666342;-1,763333658;1,763333658;-0,339102627;-0,339102627
2024;62.10.03.010.00;72,56;115,75;3,88;4,74;Кукуруза силос;Рязань;8;6,236465683;-1,763534317;1,763534317;-0,22044179;-0,22044179
2024;54.17.08.021.00;151;118,8;2,2;4,5;Оз,пшеница мягкая;Новосибирск;3,3;1,536064997;-1,763935003;1,763935003;-0,534525759;-0,534525759
2023;46.28.11.020.00;109;130;5,7;6,5;Яр,пшеница мягкая;Курск;5;3,235126821;-1,764873179;1,764873179;-0,352974636;-0,352974636
2024;36.02.19.081.01;87;83;4,8;5,1;Оз,пшеница мягкая;Воронеж;3;1,235;-1,765;1,765;-0,588333333;-0,588333333
2023;40.22.09.021.00;20;78;3;5,3;Кукуруза силос;Калуга;7,65;9,415661376;1,765661376;1,765661376;0,230805409;0,230805409
2023;40.23.07.005.01;91;61;0,8;6,1;Яр,пшеница мягкая;Калуга;3,88;2,113275939;-1,766724061;1,766724061;-0,455341253;-0,455341253
2024;54.28.09.014.00;151,2;152,4;6,4;5,1;Яр,пшеница мягкая;Новосибирск;4;2,23213968;-1,76786032;1,76786032;-0,44196508;-0,44196508
2023;63.21.06.014.01;84,14;126;7,17;5,49;Кукуруза силос;Самара;5;3,230144928;-1,769855072;1,769855072;-0,353971014;-0,353971014
2023;36.14.06.063.00;56;94;4,6;5,6;Кукуруза зерно;Воронеж;7,5;5,73;-1,77;1,77;-0,236;-0,236
2024;40.14.08.034.00;168;168;2;5,2;Кукуруза силос;Калуга;9,8;11,57;1,77;1,77;0,180612245;0,180612245
2024;62.01.04.005.00;245;195;6,3;5,5;Кукуруза зерно;Рязань;8,5;6,73;-1,77;1,77;-0,208235294;-0,208235294
2023;22.47.01.008.00;249;151,5;3,7;5,2;Оз,пшеница мягкая;Алтай;3,8;2,03;-1,77;1,77;-0,465789474;-0,465789474
2023;36.02.06.028.00;63;57;3,3;5,1;Яр,ячмень;Воронеж;5,11;3,34;-1,77;1,77;-0,346379648;-0,346379648
2023;36.02.11.006.02;67,5;80;2,6;4,6;Эсп,+костр,пр,лет корм;Воронеж;3,4;1,63;-1,77;1,77;-0,520588235;-0,520588235
2023;40.04.10.002.00;161;70;1,5;5,1;Кукуруза силос;Калуга;7,65;5,88;-1,77;1,77;-0,231372549;-0,231372549
2024;36.14.04.039.00;83;163;4,6;5,5;Соя;Воронеж;2,5;0,73;-1,77;1,77;-0,708;-0,708
2024;54.17.10.003.00;142,5;154;2,5;4,7;Оз,пшеница мягкая;Новосибирск;3,3;1,529422506;-1,770577494;1,770577494;-0,536538635;-0,536538635
2024;54.17.09.011.00;135,2;190,9;8,4;4,7;Одн,тр,(вика+овёс)корм;Новосибирск;3,7;1,929335888;-1,770664112;1,770664112;-0,478557868;-0,478557868
2023;63.21.06.008.01;175;154,64;8,58;6,73;Яр,ячмень;Самара;3;1,22766756;-1,77233244;1,77233244;-0,59077748;-0,59077748
2023;36.14.03.006.00;170;145;4,4;6,1;Люцерна 1 г,ж,корм;Воронеж;3,02;1,2475;-1,7725;1,7725;-0,58692053;-0,58692053
2024;62.18.04.006.00;77,8;174,8;3,2;4,92;Кукуруза корнаж;Рязань;6,1;4,326773109;-1,773226891;1,773226891;-0,290692933;-0,290692933
2023;54.17.08.050.02;186,5;138,7;3,5;4,4;Одн,тр,оз,рожь корм;Новосибирск;2,98;1,205;-1,775;1,775;-0,595637584;-0,595637584
2024;40.14.07.016.00;82;68;1,7;5,2;Кукуруза силос;Калуга;9,8;8,024545563;-1,775454437;1,775454437;-0,18116882;-0,18116882
2024;36.02.02.063.00;90;124;5,7;5,7;Оз,пшеница мягкая;Воронеж;3;1,224167561;-1,775832439;1,775832439;-0,591944146;-0,591944146
2024;54.28.13.037.00;157,5;95,8;4,5;5,3;Яр,ячмень;Новосибирск;3,2;1,422792633;-1,777207367;1,777207367;-0,555377302;-0,555377302
2024;36.02.02.018.01;101;111;6,3;5,5;Люцерна 1 г,ж,корм;Воронеж;3;1,222636296;-1,777363704;1,777363704;-0,592454568;-0,592454568
2024;54.28.09.001.00;218,5;151,9;5,9;5;Яр,пшеница мягкая;Новосибирск;4;2,222224081;-1,777775919;1,777775919;-0,44444398;-0,44444398
2023;46.28.17.028.00;79;139;6;6,7;Оз,пшеница мягкая;Курск;6,02;4,240695279;-1,779304721;1,779304721;-0,295565568;-0,295565568
2024;16.13.18.012.00;74,17;182;6,87;6,33;Яр,пшеница твёрдая;Татарстан;2,7;0,920686235;-1,779313765;1,779313765;-0,659005098;-0,659005098
2023;36.01.21.053.00;97;80;3,2;5;Одн,тр,суданская тр,корм,;Воронеж;3;1,22;-1,78;1,78;-0,593333333;-0,593333333
2023;36.14.10.007.00;46;67;3,2;5;Кукуруза зерно;Воронеж;6,51;4,73;-1,78;1,78;-0,273425499;-0,273425499
2024;16.13.18.034.00;184;145;6,7;6,5;Люцерна 1 г,ж,корм;Татарстан;1,1;2,88;1,78;1,78;1,618181818;1,618181818
2023;36.02.19.083.01;126;153;6,3;5,1;Кукуруза силос;Воронеж;7,65;5,87;-1,78;1,78;-0,232679739;-0,232679739
2023;36.11.06.050.00;62;102;5,9;6,9;Люцерна 1 г,ж,корм;Воронеж;3;1,22;-1,78;1,78;-0,593333333;-0,593333333
2023;46.22.03.024.00;35,67;182,25;6,24;6,27;Яр,пшеница мягкая;Курск;5,2;3,42;-1,78;1,78;-0,342307692;-0,342307692
2024;36.05.07.020.00;138;93;6;5,9;Соя;Воронеж;2,1;0,32;-1,78;1,78;-0,847619048;-0,847619048
2024;36.14.07.056.02;77;84;6,1;6;Эсп,+костр,пр,лет корм;Воронеж;2;0,22;-1,78;1,78;-0,89;-0,89
2024;40.04.06.001.00;81;86;1,9;5,6;Кукуруза силос;Калуга;9,8;8,014984588;-1,785015412;1,785015412;-0,18214443;-0,18214443
2023;72.22.02.010.04;5,98;93,77;6,31;4,18;Одн,травы(с подс,мн,трав);Тюмень;3,4;1,61304878;-1,78695122;1,78695122;-0,525573888;-0,525573888
2024;40.14.06.013.00;115;92;1,7;5;Оз,пшеница мягкая;Калуга;5;3,212090447;-1,787909553;1,787909553;-0,357581911;-0,357581911
2023;40.17.14.003.00;250;197,8;3,1;7;Кукуруза силос;Калуга;7,65;5,861499238;-1,788500762;1,788500762;-0,233790949;-0,233790949
2023;54.28.09.030.01;225,9;156,2;3,9;5,1;Яр,пшеница мягкая;Новосибирск;4;2,211391526;-1,788608474;1,788608474;-0,447152119;-0,447152119
2024;36.14.19.002.00;137;191;6;5,2;Кукуруза зерно;Воронеж;5,4;3,61138824;-1,78861176;1,78861176;-0,3312244;-0,3312244
2023;36.05.10.004.02;78;119;5,1;6,6;Нут;Воронеж;1,69;3,48;1,79;1,79;1,059171598;1,059171598
2023;40.14.07.016.00;82;68;1,7;5,2;Кукуруза силос;Калуга;7,65;5,86;-1,79;1,79;-0,233986928;-0,233986928
2023;40.22.06.014.00;100;118;1,8;5,2;Кукуруза силос;Калуга;7,65;5,86;-1,79;1,79;-0,233986928;-0,233986928
2024;22.47.01.023.00;165,9;270,1;3,5;5,6;Оз,пшеница мягкая;Алтай;4;2,21;-1,79;1,79;-0,4475;-0,4475
2024;46.22.02.013.00;140;90;5;5,8;Чечевица зеленая;Курск;2,4;0,61;-1,79;1,79;-0,745833333;-0,745833333
2024;46.22.06.030.00;93;121;5,5;6,2;Соя;Курск;2,5;0,71;-1,79;1,79;-0,716;-0,716
2024;62.01.03.047.00;97;170;5,6;4,7;Оз,пшеница мягкая;Рязань;6;4,21;-1,79;1,79;-0,298333333;-0,298333333
2024;36.14.19.014.00;153;189;5,4;5,2;Яр,ячмень;Воронеж;3,2;1,409206709;-1,790793291;1,790793291;-0,559622903;-0,559622903
2024;36.14.03.043.00;106;112;4,9;5,1;Оз,пшеница мягкая;Воронеж;4;2,207246747;-1,792753253;1,792753253;-0,448188313;-0,448188313
2023;36.14.14.021.00;54;138;5,7;6,1;Кукуруза зерно;Воронеж;7,5;5,707232969;-1,792767031;1,792767031;-0,239035604;-0,239035604
2024;62.23.06.077.00;129;144,33;4,4;4,84;Кукуруза зерно;Рязань;7,5;5,706067678;-1,793932322;1,793932322;-0,239190976;-0,239190976
2024;36.14.01.026.00;107;79;4,6;5,1;Люцерна пр,лет корм;Воронеж;4,5;2,70558264;-1,79441736;1,79441736;-0,398759413;-0,398759413
2023;16.13.18.010.00;149;131;6,4;6,2;Яр,ячмень;Татарстан;3,57;1,775044008;-1,794955992;1,794955992;-0,502788793;-0,502788793
2024;16.13.16.004.00;100;251;4,9;7;Эспарцет пр,лет корм;Татарстан;3,6;5,394995618;1,794995618;1,794995618;0,498609894;0,498609894
2024;36.11.01.004.00;28;36;6,5;7,2;Эсп,+костр,пр,лет корм;Воронеж;2;0,205;-1,795;1,795;-0,8975;-0,8975
2024;22.47.10.006.02;148,05;221,45;3,7;5,5;Одн,тр,(вика+овёс)корм;Алтай;4;2,2025;-1,7975;1,7975;-0,449375;-0,449375
2024;36.02.02.040.01;121;151;6;6;Люцерна 1 г,ж,корм;Воронеж;3;1,201939812;-1,798060188;1,798060188;-0,599353396;-0,599353396
2023;16.13.19.029.00;70;192;8,3;6,8;Оз,пшеница мягкая;Татарстан;3,94;2,14;-1,8;1,8;-0,456852792;-0,456852792
2023;62.17.14.028.00;66;171;5;5;Подсолнечник;Рязань;2,5;0,7;-1,8;1,8;-0,72;-0,72
2023;40.23.07.018.00;122;48;1;5,4;Овёс;Калуга;3,69;1,889664139;-1,800335861;1,800335861;-0,487895897;-0,487895897
2023;46.22.05.005.00;180;136;5,2;5,2;Яр,ячмень;Курск;5,37;3,567775228;-1,802224772;1,802224772;-0,335609827;-0,335609827
2023;36.14.02.018.01;174;168;2,3;6,1;Люцерна 1 г,ж,корм;Воронеж;3,02;1,2175;-1,8025;1,8025;-0,596854305;-0,596854305
2024;54.28.11.006.01;146,5;97,5;6,2;5,8;Одн,тр,(вика+овёс)корм;Новосибирск;4;2,197165533;-1,802834467;1,802834467;-0,450708617;-0,450708617
2024;40.23.07.004.00;73;101;1;6;Оз,пшеница мягкая;Калуга;3,1;1,295671684;-1,804328316;1,804328316;-0,582041392;-0,582041392
2024;46.28.17.036.00;101;112;5,4;6,8;Горох;Курск;4;2,194061046;-1,805938954;1,805938954;-0,451484739;-0,451484739
2024;40.16.03.009.00;99;85;1,7;4,9;Клевер кр,пр,лет корм;Калуга;2,6;0,7925;-1,8075;1,8075;-0,695192308;-0,695192308
2023;36.14.19.008.00;173;249;5,7;5,2;Кукуруза зерно;Воронеж;6,48;4,671536984;-1,808463016;1,808463016;-0,279083799;-0,279083799
2023;36.14.15.014.00;53;81;4;5,3;Кукуруза зерно;Воронеж;6,51;4,7;-1,81;1,81;-0,278033794;-0,278033794
2024;36.02.19.088.00;88;95;4,2;5;Кукуруза силос;Воронеж;9;7,19;-1,81;1,81;-0,201111111;-0,201111111
2024;16.13.18.039.00;149,5;251;7,1;6,25;Кукуруза силос;Татарстан;6,2;8,01;1,81;1,81;0,291935484;0,291935484
2024;72.22.02.056.00;148,9;136;6,5;5,6;Овёс с подс,(кл,кр+тим,корм);Тюмень;3,8;1,99;-1,81;1,81;-0,476315789;-0,476315789
2023;36.14.16.025.00;53;68;2,6;4,8;Одн,тр,озимая тритикале корм;Воронеж;4,5;2,69;-1,81;1,81;-0,402222222;-0,402222222
2024;36.01.21.052.00;60;64;4,6;5;Кукуруза силос;Воронеж;8,9;7,09;-1,81;1,81;-0,203370787;-0,203370787
2024;40.14.03.004.00;61;59;1,6;5,7;Одн,тр,(вика+овёс)с подс,(кл,кр,+тим,корм)корм;Калуга;4,5;2,69;-1,81;1,81;-0,402222222;-0,402222222
2024;36.02.02.032.02;28;57;1,7;4,1;Оз,рожь;Воронеж;3;1,189254853;-1,810745147;1,810745147;-0,603581716;-0,603581716
2023;36.14.11.018.01;119;131;6,1;6,5;Яр,ячмень;Воронеж;5;3,188867925;-1,811132075;1,811132075;-0,362226415;-0,362226415
