,season,field,inv_item_name,inv_item_weight,inv_item_unit,inv_item_dose,inv_item_date,yield_fact
2074,2023,40.10.08.025.00,Удобрение 57,32614.4,кг,260.0,2023-04-08,0.68
17236,2024,40.10.08.025.00,Удобрение 38,30168.32,кг,240.5,2024-05-19,
17237,2024,40.10.08.025.00,Удобрение 12,24460.8,кг,195.0,2024-05-19,
5539,2023,40.10.08.026.00,Удобрение 10,62479.95,кг,195.0,2023-05-15,5.91
5540,2023,40.10.08.026.00,Удобрение 38,79141.27,кг,247.0,2023-05-15,5.91
17375,2024,40.10.08.026.00,Удобрение 14,41653.3,кг,130.0,2024-05-21,0.37
19079,2024,40.10.08.026.00,Удобрение 57,83306.6,кг,260.0,2024-06-21,0.37
5541,2023,40.10.08.027.00,Удобрение 38,7739.55,кг,195.0,2023-05-15,13.95
5542,2023,40.10.08.027.00,Удобрение 10,7739.55,кг,195.0,2023-05-15,13.95
17376,2024,40.10.08.027.00,Удобрение 14,5159.7,кг,130.0,2024-05-21,0.41
19080,2024,40.10.08.027.00,Удобрение 57,10319.4,кг,260.0,2024-06-21,0.41
5183,2023,40.10.08.028.00,Удобрение 10,2626182.49,кг,195.0,2023-05-13,6.75
5184,2023,40.10.08.028.00,Удобрение 38,2626182.49,кг,195.0,2023-05-13,6.75
17518,2024,40.10.08.028.00,Удобрение 14,117000.0,кг,130.0,2024-05-23,0.5733333333333334
17568,2024,40.10.08.028.00,Удобрение 12,962598.33,кг,130.0,2024-05-24,0.5733333333333334
18772,2024,40.10.08.028.00,Удобрение 57,3501576.65,кг,260.0,2024-06-15,0.5733333333333334
2811,2023,40.10.08.037.00,Удобрение 10,296035.79,кг,130.0,2023-04-19,0.25
7646,2023,40.10.08.037.00,Удобрение 57,592071.58,кг,260.0,2023-06-02,0.25
17238,2024,40.10.08.037.00,Удобрение 38,547666.22,кг,240.5,2024-05-19,
17239,2024,40.10.08.037.00,Удобрение 14,444053.69,кг,195.0,2024-05-19,
17312,2024,40.10.08.038.00,Удобрение 38,22118.33,кг,240.5,2024-05-20,
17313,2024,40.10.08.038.00,Удобрение 14,17933.78,кг,195.0,2024-05-20,
5358,2023,40.10.13.001.00,Удобрение 38,1432685.36,кг,247.0,2023-05-14,14.36
5359,2023,40.10.13.001.00,Удобрение 10,1131067.39,кг,195.0,2023-05-14,14.36
16457,2024,40.10.13.001.00,Удобрение 14,754044.93,кг,130.0,2024-05-04,0.45
18417,2024,40.10.13.001.00,Удобрение 57,1508089.86,кг,260.0,2024-06-07,0.45
2496,2023,40.10.13.002.00,Удобрение 10,3138582.77,кг,130.0,2023-04-14,0.6366666666666667
7435,2023,40.10.13.002.00,Удобрение 57,6277165.54,кг,260.0,2023-05-30,0.6366666666666667
16534,2024,40.10.13.002.00,Удобрение 14,4707874.16,кг,195.0,2024-05-06,5.87
16535,2024,40.10.13.002.00,Удобрение 38,5806378.13,кг,240.5,2024-05-06,5.87
2541,2023,40.10.13.003.00,Удобрение 10,511883.13,кг,130.0,2023-04-15,0.27
7481,2023,40.10.13.003.00,Удобрение 57,1023766.25,кг,260.0,2023-05-31,0.27
16176,2024,40.10.13.003.00,Удобрение 14,767824.69,кг,195.0,2024-05-01,5.6
16272,2024,40.10.13.003.00,Удобрение 38,946983.78,кг,240.5,2024-05-02,5.6
2645,2023,40.10.13.004.00,Удобрение 10,360499.83,кг,130.0,2023-04-17,0.9500000000000001
7482,2023,40.10.13.004.00,Удобрение 57,720999.66,кг,260.0,2023-05-31,0.9500000000000001
16177,2024,40.10.13.004.00,Удобрение 14,540749.74,кг,195.0,2024-05-01,
16273,2024,40.10.13.004.00,Удобрение 38,666924.68,кг,240.5,2024-05-02,
2542,2023,40.10.13.005.00,Удобрение 10,327605.2,кг,130.0,2023-04-15,0.4266666666666667
7483,2023,40.10.13.005.00,Удобрение 57,655210.4,кг,260.0,2023-05-31,0.4266666666666667
16178,2024,40.10.13.005.00,Удобрение 14,491407.8,кг,195.0,2024-05-01,
16274,2024,40.10.13.005.00,Удобрение 38,606069.62,кг,240.5,2024-05-02,
2543,2023,40.10.13.006.00,Удобрение 10,574719.61,кг,130.0,2023-04-15,0.31
7484,2023,40.10.13.006.00,Удобрение 57,1149439.23,кг,260.0,2023-05-31,0.31
16179,2024,40.10.13.006.00,Удобрение 14,862079.42,кг,195.0,2024-05-01,5.97
16275,2024,40.10.13.006.00,Удобрение 38,1063231.28,кг,240.5,2024-05-02,5.97
2432,2023,40.10.13.007.00,Удобрение 10,4585437.49,кг,130.0,2023-04-13,0.5
7436,2023,40.10.13.007.00,Удобрение 57,2327765.54,кг,260.0,2023-05-30,0.5
7485,2023,40.10.13.007.00,Удобрение 57,2257937.79,кг,260.0,2023-05-31,0.5
16376,2024,40.10.13.007.00,Удобрение 38,8483059.36,кг,240.5,2024-05-03,5.055
16377,2024,40.10.13.007.00,Удобрение 14,6878156.24,кг,195.0,2024-05-03,5.055
5360,2023,40.10.13.008.00,Удобрение 10,380907.4,кг,130.0,2023-05-14,9.0
5361,2023,40.10.13.008.00,Удобрение 38,571361.1,кг,195.0,2023-05-14,9.0
16378,2024,40.10.13.008.00,Удобрение 14,380907.4,кг,130.0,2024-05-03,2.015
18418,2024,40.10.13.008.00,Удобрение 57,761814.79,кг,260.0,2024-06-07,2.015
3318,2023,40.10.13.009.00,Удобрение 16,43940.0,кг,260.0,2023-04-26,23.24285714285714
3386,2023,40.10.13.009.00,Удобрение 16,743350.63,кг,260.0,2023-04-27,23.24285714285714
3453,2023,40.10.13.009.00,Удобрение 16,2600000.0,кг,260.0,2023-04-28,23.24285714285714
3503,2023,40.10.13.009.00,Удобрение 16,3131145.58,кг,260.0,2023-04-29,23.24285714285714
5362,2023,40.10.13.009.00,Удобрение 10,14876933.0,кг,195.0,2023-05-14,23.24285714285714
16276,2024,40.10.13.009.00,Удобрение 14,1872000.0,кг,130.0,2024-05-02,0.7271428571428571
16379,2024,40.10.13.009.00,Удобрение 14,3172203.33,кг,130.0,2024-05-03,0.7271428571428571
18346,2024,40.10.13.009.00,Удобрение 57,10400000.0,кг,260.0,2024-06-05,0.7271428571428571
18419,2024,40.10.13.009.00,Удобрение 57,1510070.67,кг,260.0,2024-06-07,0.7271428571428571
5363,2023,40.10.13.010.00,Удобрение 10,133855.8,кг,195.0,2023-05-14,8.37
5364,2023,40.10.13.010.00,Удобрение 38,169550.68,кг,247.0,2023-05-14,8.37
17172,2024,40.10.13.010.00,Удобрение 38,165088.82,кг,240.5,2024-05-18,5.9399999999999995
17173,2024,40.10.13.010.00,Удобрение 14,133855.8,кг,195.0,2024-05-18,5.9399999999999995
3594,2023,40.13.02.001.00,Удобрение 38,86596.25,кг,260.0,2023-04-30,9.1325
3595,2023,40.13.02.001.00,Удобрение 10,64947.19,кг,195.0,2023-04-30,9.1325
16536,2024,40.13.02.001.00,Удобрение 38,80101.53,кг,240.5,2024-05-06,
16537,2024,40.13.02.001.00,Удобрение 13,64947.19,кг,195.0,2024-05-06,
3504,2023,40.13.02.007.00,Удобрение 10,92671.8,кг,195.0,2023-04-29,7.335
3596,2023,40.13.02.007.00,Удобрение 38,123562.4,кг,260.0,2023-04-30,7.335
16380,2024,40.13.02.007.00,Удобрение 38,114295.22,кг,240.5,2024-05-03,
16381,2024,40.13.02.007.00,Удобрение 13,92671.8,кг,195.0,2024-05-03,
3505,2023,40.13.02.009.00,Удобрение 38,177250.35,кг,260.0,2023-04-29,7.48
3506,2023,40.13.02.009.00,Удобрение 10,132937.76,кг,195.0,2023-04-29,7.48
16382,2024,40.13.02.009.00,Удобрение 38,163956.57,кг,240.5,2024-05-03,
16383,2024,40.13.02.009.00,Удобрение 13,132937.76,кг,195.0,2024-05-03,
3507,2023,40.13.02.010.00,Удобрение 38,4652.15,кг,260.0,2023-04-29,8.12
3508,2023,40.13.02.010.00,Удобрение 10,3489.12,кг,195.0,2023-04-29,8.12
16384,2024,40.13.02.010.00,Удобрение 13,3489.12,кг,195.0,2024-05-03,
16385,2024,40.13.02.010.00,Удобрение 38,4303.24,кг,240.5,2024-05-03,
3454,2023,40.13.02.011.00,Удобрение 10,516787.13,кг,195.0,2023-04-28,10.3575
3509,2023,40.13.02.011.00,Удобрение 38,689049.5,кг,260.0,2023-04-29,10.3575
16386,2024,40.13.02.011.00,Удобрение 13,516787.13,кг,195.0,2024-05-03,
16387,2024,40.13.02.011.00,Удобрение 38,637370.79,кг,240.5,2024-05-03,
3510,2023,40.13.02.012.00,Удобрение 38,66481.19,кг,270.4,2023-04-29,9.684999999999999
3511,2023,40.13.02.012.00,Удобрение 10,47943.17,кг,195.0,2023-04-29,9.684999999999999
16458,2024,40.13.02.012.00,Удобрение 38,59129.91,кг,240.5,2024-05-04,
16503,2024,40.13.02.012.00,Удобрение 13,47943.17,кг,195.0,2024-05-05,
6098,2023,40.13.07.046.00,Удобрение 38,1368887.94,кг,260.0,2023-05-18,2.85
6099,2023,40.13.07.046.00,Удобрение 10,1026665.95,кг,195.0,2023-05-18,2.85
18347,2024,40.13.07.046.00,Удобрение 38,1266221.34,кг,240.5,2024-06-05,10.99
18348,2024,40.13.07.046.00,Удобрение 10,1026665.95,кг,195.0,2024-06-05,10.99
6571,2023,40.13.07.058.00,Удобрение 38,2466.46,кг,260.0,2023-05-22,4.91
6572,2023,40.13.07.058.00,Удобрение 10,1849.85,кг,195.0,2023-05-22,4.91
18292,2024,40.13.07.058.00,Удобрение 10,1849.85,кг,195.0,2024-06-04,6.34
18293,2024,40.13.07.058.00,Удобрение 38,2281.48,кг,240.5,2024-06-04,6.34
6573,2023,40.13.07.059.00,Удобрение 10,78000.0,кг,195.0,2023-05-22,3.93
6574,2023,40.13.07.059.00,Удобрение 38,104000.0,кг,260.0,2023-05-22,3.93
18294,2024,40.13.07.059.00,Удобрение 38,96200.0,кг,240.5,2024-06-04,7.44
18295,2024,40.13.07.059.00,Удобрение 10,78000.0,кг,195.0,2024-06-04,7.44
6456,2023,40.13.07.060.00,Удобрение 10,200179.51,кг,195.0,2023-05-21,5.12
6457,2023,40.13.07.060.00,Удобрение 38,266906.02,кг,260.0,2023-05-21,5.12
18296,2024,40.13.07.060.00,Удобрение 38,246888.06,кг,240.5,2024-06-04,7.36
18297,2024,40.13.07.060.00,Удобрение 10,200179.51,кг,195.0,2024-06-04,7.36
6238,2023,40.13.07.070.00,Удобрение 10,119160.29,кг,195.0,2023-05-19,2.63
6239,2023,40.13.07.070.00,Удобрение 38,158880.38,кг,260.0,2023-05-19,2.63
18240,2024,40.13.07.070.00,Удобрение 10,119160.29,кг,195.0,2024-06-03,6.11
18241,2024,40.13.07.070.00,Удобрение 38,146964.36,кг,240.5,2024-06-03,6.11
6240,2023,40.13.07.076.00,Удобрение 10,66666.62,кг,195.0,2023-05-19,2.29
6241,2023,40.13.07.076.00,Удобрение 38,88888.83,кг,260.0,2023-05-19,2.29
18298,2024,40.13.07.076.00,Удобрение 10,66666.62,кг,195.0,2024-06-04,7.6
18299,2024,40.13.07.076.00,Удобрение 38,81955.57,кг,240.5,2024-06-04,7.6
6242,2023,40.13.07.077.00,Удобрение 10,63914.24,кг,205.4,2023-05-19,3.03
6243,2023,40.13.07.077.00,Удобрение 10,312000.0,кг,195.0,2023-05-19,3.03
6244,2023,40.13.07.077.00,Удобрение 38,863816.1,кг,260.0,2023-05-19,3.03
18300,2024,40.13.07.077.00,Удобрение 38,786072.65,кг,236.6,2024-06-04,6.73
18301,2024,40.13.07.077.00,Удобрение 10,647862.07,кг,195.0,2024-06-04,6.73
6342,2023,40.13.07.078.00,Удобрение 10,665742.66,кг,195.0,2023-05-20,1.505
6343,2023,40.13.07.078.00,Удобрение 38,887656.87,кг,260.0,2023-05-20,1.505
18242,2024,40.13.07.078.00,Удобрение 10,665742.66,кг,195.0,2024-06-03,5.88
18243,2024,40.13.07.078.00,Удобрение 38,821082.61,кг,240.5,2024-06-03,5.88
6344,2023,40.13.07.082.00,Удобрение 38,48514.86,кг,260.0,2023-05-20,2.51
6345,2023,40.13.07.082.00,Удобрение 10,36386.14,кг,195.0,2023-05-20,2.51
18244,2024,40.13.07.082.00,Удобрение 38,44876.24,кг,240.5,2024-06-03,7.53
18245,2024,40.13.07.082.00,Удобрение 10,36386.14,кг,195.0,2024-06-03,7.53
6458,2023,40.13.07.090.00,Удобрение 38,5718.99,кг,260.0,2023-05-21,1.48
6459,2023,40.13.07.090.00,Удобрение 10,4289.24,кг,195.0,2023-05-21,1.48
18302,2024,40.13.07.090.00,Удобрение 38,5290.06,кг,240.5,2024-06-04,7.41
18303,2024,40.13.07.090.00,Удобрение 10,4289.24,кг,195.0,2024-06-04,7.41
6460,2023,40.13.07.091.01,Удобрение 10,121193.46,кг,195.0,2023-05-21,1.745
6461,2023,40.13.07.091.01,Удобрение 38,161591.27,кг,260.0,2023-05-21,1.745
18304,2024,40.13.07.091.01,Удобрение 10,121193.46,кг,195.0,2024-06-04,6.36
18305,2024,40.13.07.091.01,Удобрение 38,149471.93,кг,240.5,2024-06-04,6.36
10926,2024,40.13.10.003.01,Удобрение 13,170274.49,кг,195.0,2023-09-11,1.005
14437,2024,40.13.10.003.01,Удобрение 57,113516.33,кг,130.0,2024-04-12,1.005
10908,2024,40.13.10.003.02,Удобрение 13,121875.0,кг,195.0,2023-09-10,1.58
14438,2024,40.13.10.003.02,Удобрение 57,81250.0,кг,130.0,2024-04-12,1.58
3653,2023,40.13.10.004.00,Удобрение 38,162500.0,кг,260.0,2023-05-01,6.035
3654,2023,40.13.10.004.00,Удобрение 38,791369.51,кг,260.0,2023-05-01,6.035
3655,2023,40.13.10.004.00,Удобрение 38,162500.0,кг,260.0,2023-05-01,6.035
3656,2023,40.13.10.004.00,Удобрение 10,2156842.14,кг,195.0,2023-05-01,6.035
11986,2024,40.13.10.004.00,Удобрение 13,2156842.14,кг,195.0,2023-10-05,
16962,2024,40.13.10.004.00,Удобрение 38,2660105.3,кг,240.5,2024-05-14,
10927,2024,40.13.10.006.00,Удобрение 13,297660.66,кг,195.0,2023-09-11,1.9549999999999998
10928,2024,40.13.10.006.00,Удобрение 13,297660.66,кг,195.0,2023-09-11,1.9549999999999998
14345,2024,40.13.10.006.00,Удобрение 57,793761.75,кг,130.0,2024-04-11,1.9549999999999998
8369,2023,40.13.10.007.00,Удобрение 57,254778.28,кг,130.0,2023-06-13,0.0
10085,2023,40.13.10.007.00,Удобрение 57,203822.62,кг,104.0,2023-07-22,0.0
16277,2024,40.13.10.007.00,Удобрение 57,254778.28,кг,130.0,2024-05-02,3.21
531,2023,40.13.10.008.01,Удобрение 28,306873.24,кг,195.0,2022-09-02,3.56
7757,2023,40.13.10.008.01,Удобрение 57,409164.31,кг,260.0,2023-06-04,3.56
11987,2024,40.13.10.008.01,Удобрение 13,306873.24,кг,195.0,2023-10-05,
16897,2024,40.13.10.008.01,Удобрение 38,378476.99,кг,240.5,2024-05-13,
534,2023,40.13.10.008.02,Удобрение 28,81230.78,кг,195.0,2022-09-03,2.85
7758,2023,40.13.10.008.02,Удобрение 57,108307.71,кг,260.0,2023-06-04,2.85
11988,2024,40.13.10.008.02,Удобрение 13,81230.78,кг,195.0,2023-10-05,
16898,2024,40.13.10.008.02,Удобрение 38,100184.63,кг,240.5,2024-05-13,
535,2023,40.13.10.010.00,Удобрение 28,88220.52,кг,195.0,2022-09-03,0.9833333333333334
2544,2023,40.13.10.010.00,Удобрение 57,117627.35,кг,260.0,2023-04-15,0.9833333333333334
12177,2024,40.13.10.010.00,Удобрение 13,88220.52,кг,195.0,2023-10-08,
17377,2024,40.13.10.010.00,Удобрение 38,108805.3,кг,240.5,2024-05-21,
8370,2023,40.13.10.011.00,Удобрение 57,2839060.69,кг,130.0,2023-06-13,0.0
10086,2023,40.13.10.011.00,Удобрение 57,1040000.0,кг,104.0,2023-07-22,0.0
10087,2023,40.13.10.011.00,Удобрение 57,237424.55,кг,104.0,2023-07-22,0.0
16278,2024,40.13.10.011.00,Удобрение 57,2839060.69,кг,130.0,2024-05-02,3.5
8371,2023,40.13.10.015.00,Удобрение 57,624143.53,кг,130.0,2023-06-13,0.0
10112,2023,40.13.10.015.00,Удобрение 57,499314.83,кг,104.0,2023-07-23,0.0
6632,2023,40.13.10.019.00,Удобрение 38,1462500.0,кг,260.0,2023-05-23,5.42
6633,2023,40.13.10.019.00,Удобрение 10,589875.0,кг,195.0,2023-05-23,5.42
11904,2024,40.13.10.019.00,Удобрение 13,384484.47,кг,31.2,2023-10-04,
16858,2024,40.13.10.019.00,Удобрение 38,2963734.43,кг,240.5,2024-05-12,
3657,2023,40.13.10.021.01,Удобрение 10,113540.1,кг,195.0,2023-05-01,6.55
3658,2023,40.13.10.021.01,Удобрение 38,151386.79,кг,260.0,2023-05-01,6.55
11905,2024,40.13.10.021.01,Удобрение 13,113540.1,кг,195.0,2023-10-04,5.08
16859,2024,40.13.10.021.01,Удобрение 38,140032.78,кг,240.5,2024-05-12,5.08
3597,2023,40.13.10.021.02,Удобрение 10,29983.2,кг,195.0,2023-04-30,5.56
3598,2023,40.13.10.021.02,Удобрение 38,41935.4,кг,260.0,2023-04-30,5.56
11906,2024,40.13.10.021.02,Удобрение 13,31451.55,кг,195.0,2023-10-04,3.16
16860,2024,40.13.10.021.02,Удобрение 38,38790.25,кг,240.5,2024-05-12,3.16
10929,2024,40.13.10.022.00,Удобрение 13,135392.89,кг,195.0,2023-09-11,0.0
10930,2024,40.13.10.022.00,Удобрение 13,135495.67,кг,195.0,2023-09-11,0.0
14439,2024,40.13.10.022.00,Удобрение 57,361184.73,кг,130.0,2024-04-12,0.0
8372,2023,40.13.10.023.00,Удобрение 57,135040.48,кг,130.0,2023-06-13,0.0
10113,2023,40.13.10.023.00,Удобрение 57,108032.38,кг,104.0,2023-07-23,0.0
8288,2023,40.13.10.024.00,Удобрение 57,19827.93,кг,130.0,2023-06-12,0.0
8289,2023,40.13.10.025.00,Удобрение 57,21666.85,кг,130.0,2023-06-12,0.0
10114,2023,40.13.10.025.00,Удобрение 57,17333.48,кг,104.0,2023-07-23,0.0
8290,2023,40.13.10.026.00,Удобрение 57,395971.69,кг,130.0,2023-06-12,0.0
10115,2023,40.13.10.026.00,Удобрение 57,316777.35,кг,104.0,2023-07-23,0.0
8291,2023,40.13.10.027.00,Удобрение 57,14524.24,кг,130.0,2023-06-12,0.0
3221,2023,40.13.10.030.00,Удобрение 10,31515.24,кг,130.0,2023-04-24,3.55
7797,2023,40.13.10.030.00,Удобрение 57,63030.47,кг,260.0,2023-06-05,3.55
12111,2024,40.13.10.030.00,Удобрение 13,47272.86,кг,195.0,2023-10-07,6.83
17378,2024,40.13.10.030.00,Удобрение 38,58303.19,кг,240.5,2024-05-21,6.83
5934,2023,40.13.10.031.00,Удобрение 38,3109498.5,кг,260.0,2023-05-17,8.631666666666666
5935,2023,40.13.10.031.00,Удобрение 10,2332123.87,кг,195.0,2023-05-17,8.631666666666666
17047,2024,40.13.10.031.00,Удобрение 10,9104660.45,кг,195.0,2024-05-16,6.43
17240,2024,40.13.10.031.00,Удобрение 38,20376979.72,кг,240.5,2024-05-19,6.43
2545,2023,40.13.10.032.00,Удобрение 57,1078313.6,кг,260.0,2023-04-15,1.4633333333333332
5936,2023,40.13.10.033.00,Удобрение 38,730340.0,кг,260.0,2023-05-17,
5937,2023,40.13.10.033.00,Удобрение 10,547755.0,кг,195.0,2023-05-17,
8292,2023,40.13.10.034.00,Удобрение 57,345864.53,кг,130.0,2023-06-12,0.0
10116,2023,40.13.10.034.00,Удобрение 57,276691.63,кг,104.0,2023-07-23,0.0
8293,2023,40.13.10.035.00,Удобрение 57,212285.85,кг,130.0,2023-06-12,0.0
8294,2023,40.13.10.036.00,Удобрение 57,45605.68,кг,130.0,2023-06-12,0.0
8546,2023,40.13.10.038.00,Удобрение 57,142601.47,кг,130.0,2023-06-15,0.0
10117,2023,40.13.10.038.00,Удобрение 57,114081.18,кг,104.0,2023-07-23,0.0
536,2023,40.13.10.043.00,Удобрение 28,83555.55,кг,195.0,2022-09-03,3.07
7798,2023,40.13.10.043.00,Удобрение 57,111407.4,кг,260.0,2023-06-05,3.07
17379,2024,40.13.10.043.00,Удобрение 38,103051.85,кг,240.5,2024-05-21,
17380,2024,40.13.10.043.00,Удобрение 10,83555.55,кг,195.0,2024-05-21,
8547,2023,40.13.10.044.00,Удобрение 57,6927.7,кг,130.0,2023-06-15,0.0
10168,2023,40.13.10.044.00,Удобрение 57,5542.16,кг,104.0,2023-07-25,0.0
8548,2023,40.13.10.045.00,Удобрение 57,470030.2,кг,130.0,2023-06-15,0.0
10169,2023,40.13.10.045.00,Удобрение 57,376024.16,кг,104.0,2023-07-25,0.0
8549,2023,40.13.10.046.00,Удобрение 57,9020.56,кг,130.0,2023-06-15,0.0
10170,2023,40.13.10.046.00,Удобрение 57,7216.45,кг,104.0,2023-07-25,0.0
10909,2024,40.13.10.047.00,Удобрение 13,182948.4,кг,195.0,2023-09-10,1.805
14559,2024,40.13.10.047.00,Удобрение 57,121965.6,кг,130.0,2024-04-13,1.805
10910,2024,40.13.10.049.00,Удобрение 13,243814.27,кг,195.0,2023-09-10,1.165
10911,2024,40.13.10.049.00,Удобрение 13,243952.2,кг,195.0,2023-09-10,1.165
14560,2024,40.13.10.049.00,Удобрение 57,650355.28,кг,130.0,2024-04-13,1.165
6976,2023,40.13.10.051.00,Удобрение 38,495.14,кг,260.0,2023-05-26,7.55
6977,2023,40.13.10.051.00,Удобрение 10,371.36,кг,195.0,2023-05-26,7.55
10912,2024,40.13.10.052.00,Удобрение 13,312156.02,кг,195.0,2023-09-10,1.755
14440,2024,40.13.10.052.00,Удобрение 57,208104.01,кг,130.0,2024-04-12,1.755
10931,2024,40.13.10.053.00,Удобрение 13,17230.2,кг,195.0,2023-09-11,1.78
14561,2024,40.13.10.053.00,Удобрение 57,11486.8,кг,130.0,2024-04-13,1.78
16691,2024,40.13.10.054.00,Удобрение 10,108607.2,кг,195.0,2024-05-09,7.31
16737,2024,40.13.10.054.00,Удобрение 38,133948.88,кг,240.5,2024-05-10,7.31
11907,2024,40.13.10.056.01,Удобрение 13,331161.5,кг,195.0,2023-10-04,7.69
6978,2023,40.13.10.056.02,Удобрение 38,4328.06,кг,260.0,2023-05-26,3.28
6979,2023,40.13.10.056.02,Удобрение 10,3246.05,кг,195.0,2023-05-26,3.28
16899,2024,40.13.10.056.02,Удобрение 10,3246.05,кг,195.0,2024-05-13,6.48
16900,2024,40.13.10.056.02,Удобрение 38,4003.46,кг,240.5,2024-05-13,6.48
16692,2024,40.13.10.057.00,Удобрение 10,6224.89,кг,195.0,2024-05-09,7.99
16738,2024,40.13.10.057.00,Удобрение 38,7677.36,кг,240.5,2024-05-10,7.99
16693,2024,40.13.10.059.00,Удобрение 10,122460.7,кг,195.0,2024-05-09,5.64
16739,2024,40.13.10.059.00,Удобрение 38,151034.87,кг,240.5,2024-05-10,5.64
10932,2024,40.13.10.060.00,Удобрение 13,93780.36,кг,195.0,2023-09-11,1.48
14562,2024,40.13.10.060.00,Удобрение 57,62520.24,кг,130.0,2024-04-13,1.48
5938,2023,40.13.10.061.01,Удобрение 38,560735.14,кг,260.0,2023-05-17,6.0275
5939,2023,40.13.10.061.01,Удобрение 10,420551.35,кг,195.0,2023-05-17,6.0275
18150,2024,40.13.10.061.01,Удобрение 10,420551.35,кг,195.0,2024-06-02,5.75
18151,2024,40.13.10.061.01,Удобрение 38,518680.0,кг,240.5,2024-06-02,5.75
6100,2023,40.13.10.061.02,Удобрение 10,15480.68,кг,195.0,2023-05-18,5.27
6101,2023,40.13.10.061.02,Удобрение 38,20640.91,кг,260.0,2023-05-18,5.27
18152,2024,40.13.10.061.02,Удобрение 10,15480.68,кг,195.0,2024-06-02,8.13
18153,2024,40.13.10.061.02,Удобрение 38,19092.84,кг,240.5,2024-06-02,8.13
6102,2023,40.13.10.061.03,Удобрение 38,26838.66,кг,260.0,2023-05-18,4.17
6103,2023,40.13.10.061.03,Удобрение 10,20128.99,кг,195.0,2023-05-18,4.17
18154,2024,40.13.10.061.03,Удобрение 10,20128.99,кг,195.0,2024-06-02,5.08
18155,2024,40.13.10.061.03,Удобрение 38,24825.76,кг,240.5,2024-06-02,5.08
6104,2023,40.13.10.061.04,Удобрение 10,8858.38,кг,195.0,2023-05-18,5.866666666666667
6105,2023,40.13.10.061.04,Удобрение 38,11811.18,кг,260.0,2023-05-18,5.866666666666667
18156,2024,40.13.10.061.04,Удобрение 10,8858.38,кг,195.0,2024-06-02,5.86
18157,2024,40.13.10.061.04,Удобрение 38,10925.34,кг,240.5,2024-06-02,5.86
3757,2023,40.13.10.061.05,Удобрение 28,265595.2,кг,130.0,2023-05-02,3.61
3758,2023,40.13.10.061.05,Удобрение 28,265477.69,кг,130.0,2023-05-02,3.61
7799,2023,40.13.10.061.05,Удобрение 57,2124291.55,кг,260.0,2023-06-05,3.61
18158,2024,40.13.10.061.05,Удобрение 38,1964969.68,кг,240.5,2024-06-02,5.89
18159,2024,40.13.10.061.05,Удобрение 10,1593218.66,кг,195.0,2024-06-02,5.89
3759,2023,40.13.10.061.06,Удобрение 28,48825.97,кг,130.0,2023-05-02,2.42
3760,2023,40.13.10.061.06,Удобрение 28,487755.97,кг,1300.0,2023-05-02,2.42
7800,2023,40.13.10.061.06,Удобрение 57,390406.25,кг,260.0,2023-06-05,2.42
18160,2024,40.13.10.061.06,Удобрение 10,292804.69,кг,195.0,2024-06-02,4.0
18161,2024,40.13.10.061.06,Удобрение 38,361125.78,кг,240.5,2024-06-02,4.0
6106,2023,40.13.10.062.00,Удобрение 10,97494.07,кг,195.0,2023-05-18,4.243333333333333
6107,2023,40.13.10.062.00,Удобрение 38,129992.1,кг,260.0,2023-05-18,4.243333333333333
18162,2024,40.13.10.062.00,Удобрение 38,120242.69,кг,240.5,2024-06-02,4.99
18163,2024,40.13.10.062.00,Удобрение 10,97494.07,кг,195.0,2024-06-02,4.99
509,2023,40.13.10.063.00,Удобрение 28,1512139.9,кг,195.0,2022-08-31,0.6933333333333334
2546,2023,40.13.10.063.00,Удобрение 57,2016186.54,кг,260.0,2023-04-15,0.6933333333333334
11799,2024,40.13.10.063.00,Удобрение 13,1512139.9,кг,195.0,2023-10-03,6.29
17174,2024,40.13.10.063.00,Удобрение 38,1864972.55,кг,240.5,2024-05-18,6.29
10933,2024,40.13.10.064.00,Удобрение 13,311688.08,кг,195.0,2023-09-11,3.0
14563,2024,40.13.10.064.00,Удобрение 57,207792.05,кг,130.0,2024-04-13,3.0
3599,2023,40.13.10.065.00,Удобрение 10,71287.01,кг,195.0,2023-04-30,7.18
3600,2023,40.13.10.065.00,Удобрение 38,95049.34,кг,260.0,2023-04-30,7.18
16459,2024,40.13.10.065.00,Удобрение 13,71287.01,кг,195.0,2024-05-04,
16460,2024,40.13.10.065.00,Удобрение 38,87920.64,кг,240.5,2024-05-04,
3601,2023,40.13.10.066.00,Удобрение 10,16576.64,кг,195.0,2023-04-30,10.295
3602,2023,40.13.10.066.00,Удобрение 38,22102.18,кг,260.0,2023-04-30,10.295
16461,2024,40.13.10.066.00,Удобрение 13,16576.64,кг,195.0,2024-05-04,
16462,2024,40.13.10.066.00,Удобрение 38,20444.52,кг,240.5,2024-05-04,
3603,2023,40.13.10.067.00,Удобрение 38,17185.19,кг,260.0,2023-04-30,7.01
3604,2023,40.13.10.067.00,Удобрение 10,12888.9,кг,195.0,2023-04-30,7.01
16538,2024,40.13.10.067.00,Удобрение 38,15896.3,кг,240.5,2024-05-06,
16539,2024,40.13.10.067.00,Удобрение 13,12888.9,кг,195.0,2024-05-06,
8441,2023,40.13.11.001.00,Удобрение 57,998272.2,кг,130.0,2023-06-14,0.0
